"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"RSTD","115",100,160.35,NA,NA,326.7,338.36,0.0449811039597534,0.0189462524577333,0.423424645097636
"RSTD","116",100,228.99,NA,NA,463.98,475.64,0.527956008434438,0.88302520011254,1.17614871240348
"RSTD","117",100,171.25,NA,NA,348.5,360.16,0,0.0124982823626476,0.512094736446784
"RSTD","118",100,101.5,NA,NA,209,220.66,0,0,0.346213290611706
"RSTD","119",100,18.77,NA,NA,43.54,55.2,0.0176230760812162,0.851402691417942,2.13533410893291
"RSTD","120",100,214.83,NA,NA,435.66,447.32,0,0.0781539378273917,0.055463578265513
"RSTD","121",100,157.83,NA,NA,321.66,333.32,0.121890680880753,0.672755149771081,0.455590609109511
"RSTD","122",100,225.75,NA,NA,457.5,469.16,0.01,0.01,0.01
"RSTD","123",100,192.64,NA,NA,391.28,402.94,0.849155450385419,1,0.688711932576919
"RSTD","124",100,81,NA,NA,168,179.66,0.00126991314733467,1,0.699199094921082
"RSTD","125",100,84.81,NA,NA,175.62,187.28,0,0.502547545201257,0.782424586255542
"RSTD","126",100,107.91,NA,NA,221.82,233.48,0.287087797423628,1,1.03623672279171
"RSTD","127",100,75.33,NA,NA,156.66,168.32,0,0,0.955553890994611
"RSTD","128",100,249.53,NA,NA,505.06,516.72,0.916153207299543,0.958057893465399,0
"RSTD","129",100,37.19,NA,NA,80.38,92.04,0,0,1.46632454078315
"Utility","1",100,241.1,NA,NA,488.2,499.86,0,0.765110812504791,0.0698920642066849
"Utility","2",100,205.26,NA,NA,416.52,428.18,0.978221475551754,0.492182964764055,3.92203453958253
"Utility","3",100,274.22,NA,NA,554.44,566.1,0.01,0.01,0.01
"Utility","4",100,113.75,NA,NA,233.5,245.16,0.972892028139018,0.664949086799854,4.7724134630398
"Utility","5",100,147.12,NA,NA,300.24,311.9,0,0.721991527527473,5
"Utility","6",100,275,NA,NA,556,567.66,0.01,0.01,0.01
"Utility","7",100,143.92,NA,NA,293.84,305.5,0.994016246957756,0.898601759361505,1.10654378034772
"Utility","8",100,82.84,NA,NA,171.68,183.34,0.0126686515183001,1,1.0622999572261
"Utility","9",100,152.36,NA,NA,310.72,322.38,0,0.542968879703506,3.99827198743569
