"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"RSTD","21",100,31.65,NA,NA,69.3,80.96,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","22",100,31.37,NA,NA,68.74,80.4,0.0510408559146975,0.545944367783169,3.80647637782354
"RSTD","23",100,39.32,NA,NA,84.64,96.3,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","24",100,270.37,NA,NA,546.74,558.4,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","25",100,144.65,NA,NA,295.3,306.96,0.585394471883774,0.874443262815475,0.778035491704941
"RSTD","26",100,237.7,NA,NA,481.4,493.06,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","27",100,124.35,NA,NA,254.7,266.36,0.65612338825717,0.933006629971102,0.863978396376253
"RSTD","28",100,198.07,NA,NA,402.14,413.8,0.777503568496194,0.840047443854307,0.740572054413843
"RSTD","29",100,138.88,NA,NA,283.76,295.42,0.129381916535794,0.630567606432747,0.740572054413843
"RSTD","31",100,57.84,NA,NA,121.68,133.34,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","32",100,229.84,NA,NA,465.68,477.34,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","34",100,21.57,NA,NA,49.14,60.8,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","35",100,136.18,NA,NA,278.36,290.02,0.653293713134842,0.93130937008354,0.790647911966173
"RSTD","36",100,217.08,NA,NA,440.16,451.82,0.587453636840987,0.83903006365596,0.740572054413843
"RSTD","37",100,93.98,NA,NA,193.96,205.62,0.136803068174768,0.636453579844245,0.740572054413843
"RSTD","38",100,937.21,NA,NA,1880.42,1892.08,0.961960988372538,0.113617632918169,0.585094495140867
"RSTD","39",100,251.79,NA,NA,509.58,521.24,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","40",100,179.15,NA,NA,364.3,375.96,0.631205218678966,0.999466393349927,0.22609744850273
"RSTD","41",100,146.63,NA,NA,299.26,310.92,0.674188694570025,0.836448405196333,0.740572054413843
"RSTD","42",100,73.77,NA,NA,153.54,165.2,0.728023973411695,0.887058279722064,2.44652881932279
"RSTD","43",100,35.39,NA,NA,76.78,88.44,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","44",100,53.17,NA,NA,112.34,124,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","45",100,197.4,NA,NA,400.8,412.46,0.0605921439368199,0.0719399296127971,7.80306757498487
"RSTD","46",100,191.49,NA,NA,388.98,400.64,0.794523277312139,0.850307281900193,0.740572054413843
"RSTD","47",100,211.12,NA,NA,428.24,439.9,0.527829632163048,0.88623334467411,0.740572050213814
"RSTD","48",100,215.09,NA,NA,436.18,447.84,0.451002686921383,0.831608940086145,0.104594934187192
"RSTD","49",100,156.16,NA,NA,318.32,329.98,0.777786443252374,0.849187352037877,0.740572054413843
"RSTD","50",100,326.57,NA,NA,659.14,670.8,0.691511760228778,0.099812495699385,0.1726114164559
"RSTD","51",100,123.73,NA,NA,253.46,265.12,0.111064949008422,0.630638962031829,0.740572054413843
"RSTD","52",100,233.24,NA,NA,472.48,484.14,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","53",100,177.7,NA,NA,361.4,373.06,0.814313946165395,0.838335697100722,0.740572054413843
"RSTD","54",100,266.43,NA,NA,538.86,550.52,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","55",100,159.33,NA,NA,324.66,336.32,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","56",100,69.79,NA,NA,145.58,157.24,0.0907857832320822,0.636580226581385,0.740572054413843
"RSTD","57",100,363.03,NA,NA,732.06,743.72,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","58",100,141.13,NA,NA,288.26,299.92,0.133817188490494,0.300847189337332,0.740572054413843
"RSTD","59",100,71.65,NA,NA,149.3,160.96,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","60",100,134.17,NA,NA,274.34,286,0.301645805972771,0.334286318769556,0.396969615998962
"RSTD","61",100,232.12,NA,NA,470.24,481.9,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","62",100,216.83,NA,NA,439.66,451.32,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","63",100,48.55,NA,NA,103.1,114.76,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","64",100,93.6,NA,NA,193.2,204.86,0.713249656982267,0.917737461924738,3.08851031946127
"RSTD","65",100,182.05,NA,NA,370.1,381.76,0.67815758428626,0.846298338516978,0.740572054413843
"RSTD","67",100,185.8,NA,NA,377.6,389.26,0.805882722073621,0.860634739008869,0.412308543981249
"RSTD","68",100,213,NA,NA,432,443.66,0.455508263256801,0.653839689679131,0.487551978186427
"RSTD","69",100,296.76,NA,NA,599.52,611.18,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","70",100,93.89,NA,NA,193.78,205.44,0.117093415120794,0.636139826396641,0.740572054413843
"RSTD","71",100,232.32,NA,NA,470.64,482.3,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","72",100,305.36,NA,NA,616.72,628.38,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","73",100,166.74,NA,NA,339.48,351.14,0.771718631986508,0.948152193841978,0.740572054413843
"RSTD","74",100,932.53,NA,NA,1871.06,1882.72,0.558467641644579,0.206944512251783,0.0984277267910887
"RSTD","75",100,137.17,NA,NA,280.34,292,0.84297464151769,0.905914474716365,0.907839169825207
"RSTD","76",100,238.56,NA,NA,483.12,494.78,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","77",100,178.31,NA,NA,362.62,374.28,0.766180689076727,0.844453796331715,0.740572054413843
"RSTD","78",100,59.04,NA,NA,124.08,135.74,0.0510408559146975,0.545944367783169,3.80647637782354
"RSTD","79",100,171.68,NA,NA,349.36,361.02,0.820635645557724,0.846639266009145,0.740572054413843
"RSTD","80",100,139.85,NA,NA,285.7,297.36,0.215090282007058,0.632348317971162,0.740572054413843
"RSTD","81",100,103.93,NA,NA,213.86,225.52,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","82",100,90.09,NA,NA,186.18,197.84,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","83",100,213.16,NA,NA,432.32,443.98,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","84",100,80.87,NA,NA,167.74,179.4,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","85",100,211.43,NA,NA,428.86,440.52,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","86",100,30.09,NA,NA,66.18,77.84,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","87",100,204.96,NA,NA,415.92,427.58,0.47831389439403,0.762252092741156,0.519203589222621
"RSTD","88",100,238.35,NA,NA,482.7,494.36,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","89",100,101.69,NA,NA,209.38,221.04,0.111064949008422,0.630638962031829,0.740572054413843
"RSTD","90",100,211.47,NA,NA,428.94,440.6,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","91",100,221.55,NA,NA,449.1,460.76,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","92",100,194.71,NA,NA,395.42,407.08,0.654977366605728,0.844226662982517,0.740572054413843
"RSTD","93",100,198.97,NA,NA,403.94,415.6,0.68627156317234,0.93689338862896,0.740572050213814
"RSTD","94",100,829.2,NA,NA,1664.4,1676.06,0.0436678210000756,0.636611968142746,7.52539519343576
"RSTD","95",100,228.92,NA,NA,463.84,475.5,0.729681309492726,0.943959773132492,0.0494504604222476
"RSTD","96",100,203.76,NA,NA,413.52,425.18,0.311760845141893,0.816960045745731,0.281142675616286
"RSTD","97",100,85.31,NA,NA,176.62,188.28,0.153683087964216,0.6355732432879,0.740572054413843
"RSTD","98",100,189.55,NA,NA,385.1,396.76,0.643039198984319,0.95873336701709,0.740572054413843
"RSTD","99",100,98.9,NA,NA,203.8,215.46,0.096592300468854,0.632756479115353,5.15340102954525
"RSTD","100",100,84.35,NA,NA,174.7,186.36,0.0899063666098487,0.567888184674389,4.65279185225448
